52951.txt;3.6666667;0.8;3.7692308;5.0;5.0;4.529412;4.245098;1.7864145;HIGH
373416.txt;3.1904762;0.16;3.0;5.0;5.0;4.272727;4.792941;1.67026;HIGH
806909.txt;3.5714285;0.64;2.6923077;2.3333333;4.652174;4.7777777;4.559449;1.6312506;HIGH
755753.txt;3.1904762;0.64;2.8461537;5.0;5.0;4.7;4.3391743;1.5048585;HIGH
206667.txt;3.0952382;0.96;2.5384617;3.6666665;4.272727;4.428571;3.8986235;1.3603973;HIGH
38209.txt;3.1904762;0.0;3.3076923;3.6666665;5.0;4.357143;4.455108;1.7140869;HIGH
1449555.txt;3.857143;0.64;3.0;5.0;5.0;4.4444447;4.654902;1.775966;HIGH
1249928.txt;2.8095238;2.88;2.5384617;5.0;5.0;4.757576;2.8099546;0.9404383;LOW
1812668.txt;1.6666667;1.28;1.9230769;5.0;4.0;2.3333333;3.6496162;0.9528688;LOW
1942513.txt;3.6666667;0.16;2.6923077;5.0;4.6190476;4.6;4.46908;1.6677608;HIGH
230893.txt;3.1904762;0.32;3.0;5.0;4.0588236;4.285714;4.2387543;1.5544215;HIGH
449267.txt;2.5238094;0.48;2.8461537;5.0;5.0;4.885714;3.964706;1.275954;LOW
162639.txt;3.2857144;0.32;3.6153846;5.0;5.0;4.354839;4.1372547;1.7048178;HIGH
216672.txt;1.0;0.32;1.0;5.0;5.0;1.0;2.929412;0.77496874;LOW
1827588.txt;3.0952382;0.0;3.0;5.0;5.0;4.125;5.0;1.696985;HIGH
248917.txt;2.047619;0.32;1.9230769;5.0;5.0;4.076923;2.735294;0.928654;LOW
609558.txt;4.904762;0.64;3.3076923;5.0;4.6363635;4.612903;4.3211184;2.0529664;HIGH
599905.txt;3.857143;0.32;2.8461537;3.6666665;5.0;4.0588236;4.708368;1.8425577;HIGH
1974703.txt;1.6666667;0.16;1.6153846;5.0;5.0;3.3333335;3.619608;0.9542824;LOW
1394540.txt;2.6190476;0.16;2.0769231;5.0;5.0;3.2222223;4.4084034;1.4001905;HIGH
1691426.txt;2.7142859;1.92;2.5384617;3.6666665;4.0588236;4.4594593;3.5045753;1.1030546;LOW
279212.txt;3.3809524;0.32;2.5384617;5.0;5.0;4.2380953;4.116212;1.5512699;HIGH
232159.txt;2.7142859;0.16;2.2307692;5.0;5.0;2.2631578;4.747489;1.5785549;HIGH
1239289.txt;2.047619;0.48;2.2307692;5.0;5.0;4.478261;3.9102168;1.0666952;LOW
1447041.txt;2.142857;1.28;1.9230769;5.0;5.0;4.428571;3.750507;0.9457791;LOW
1648484.txt;1.6666667;0.16;1.3076923;3.6666665;3.6666665;5.0;4.695502;0.8481195;LOW
71654.txt;4.047619;1.12;3.0;5.0;5.0;4.354839;4.5913315;1.7816856;HIGH
1109085.txt;2.4285715;0.0;3.1538463;5.0;5.0;3.1052632;4.7887154;1.6057961;HIGH
1321982.txt;1.2857143;2.88;1.1538461;5.0;1.0;4.1578946;2.8536582;0.18830559;LOW
1876159.txt;3.857143;0.64;2.8461537;5.0;5.0;3.7272727;4.516863;1.7972906;HIGH
1388870.txt;2.3333335;0.96;2.3846154;5.0;5.0;4.428571;2.5966384;0.9772304;LOW
1693042.txt;3.6666667;0.0;3.1538463;2.3333333;4.2380953;4.707317;4.638851;1.8021547;HIGH
1813924.txt;3.0952382;4.0;2.8461537;3.6666665;5.0;4.652174;2.5966384;0.9675971;LOW
1985615.txt;3.3809524;0.16;3.3076923;5.0;5.0;4.3793106;4.882353;1.7775863;HIGH
1971958.txt;3.4761906;0.8;2.6923077;5.0;5.0;4.586207;4.1650853;1.5313045;HIGH
265349.txt;3.4761906;0.16;3.1538463;5.0;5.0;4.272727;4.6862745;1.7639492;HIGH
618384.txt;3.0;0.32;2.5384617;5.0;4.0;4.448276;4.7647057;1.4653169;HIGH
67346.txt;3.4761906;0.16;3.7692308;3.6666665;4.652174;4.7647057;4.7699347;1.8451802;HIGH
526827.txt;1.7619047;0.64;1.3076923;5.0;5.0;5.0;3.7058823;0.7401146;LOW
1723586.txt;3.4761906;0.16;3.0;5.0;5.0;4.52;4.5686274;1.7013383;HIGH
1851482.txt;2.047619;0.16;2.0769231;3.6666665;3.6666665;4.52;4.324808;1.087964;LOW
1181356.txt;2.142857;0.48;2.0769231;5.0;4.3333335;4.6363635;4.107505;1.0504944;LOW
1728162.txt;2.8095238;0.64;3.3076923;5.0;5.0;3.6;4.712418;1.621494;HIGH
1804641.txt;1.5714285;1.12;1.4615384;5.0;5.0;4.0;3.1364706;0.6899251;LOW
1164913.txt;2.5238094;0.16;2.3846154;5.0;5.0;4.25;4.086505;1.2982216;LOW
757891.txt;4.047619;0.32;2.3846154;5.0;4.652174;4.3333335;4.5940022;1.7433031;HIGH
1096747.txt;2.047619;0.48;1.7692308;5.0;5.0;4.6;4.0140057;0.9872778;LOW
913996.txt;3.0952382;0.32;3.1538463;5.0;5.0;4.6571426;4.892157;1.631901;HIGH
1346734.txt;1.6666667;0.64;1.7692308;5.0;5.0;4.25;3.5210085;0.83995193;LOW
339615.txt;2.142857;2.08;2.3846154;5.0;5.0;4.285714;2.9663866;0.86869055;LOW
1599482.txt;2.8095238;1.28;2.6923077;5.0;5.0;4.8333335;3.9019608;1.2461668;LOW
844996.txt;2.8095238;0.48;2.6923077;5.0;5.0;3.1333332;4.559449;1.5540311;HIGH
450359.txt;2.047619;0.64;1.7692308;5.0;4.0;4.142857;3.8746803;0.9594261;LOW
1790750.txt;1.9523809;0.64;1.9230769;5.0;5.0;2.090909;3.8311193;1.1751369;LOW
1453563.txt;3.0;0.16;2.8461537;5.0;5.0;4.076923;4.8151264;1.6107007;HIGH
1079196.txt;3.2857144;0.0;3.3076923;5.0;5.0;4.866667;4.5774307;1.6881506;HIGH
716766.txt;2.7142859;0.96;3.0;5.0;5.0;3.2857141;4.4493117;1.5072026;HIGH
711394.txt;3.5714285;0.48;3.6153846;5.0;5.0;4.529412;4.289504;1.7701308;HIGH
392518.txt;1.5714285;0.8;1.6153846;1.0;2.6;4.2941175;3.188235;0.702958;LOW
1174920.txt;1.6666667;0.0;1.7692308;5.0;5.0;4.7894735;4.7535014;0.99815506;LOW
496928.txt;2.3333335;0.48;2.0769231;5.0;3.6666665;4.076923;3.7058823;1.0823425;LOW
1223368.txt;3.0;0.16;2.8461537;5.0;5.0;5.0;4.695502;1.5142405;HIGH
404521.txt;1.8571429;0.32;1.9230769;3.6666665;5.0;3.8;4.4823527;1.1240197;LOW
1004355.txt;2.6190476;0.96;2.6923077;5.0;4.428571;5.0;4.712418;1.2832267;LOW
937403.txt;3.3809524;0.96;2.6923077;5.0;5.0;4.4545455;4.1573186;1.499875;HIGH
832751.txt;3.4761906;0.0;2.5384617;3.6666665;4.5555553;4.703704;4.4717884;1.6136447;HIGH
1086343.txt;2.047619;2.24;1.9230769;3.6666665;5.0;5.0;2.2126698;0.6154853;LOW
412197.txt;4.4285717;0.32;3.6153846;3.6666665;4.68;4.783784;4.4248366;2.0257397;HIGH
1392946.txt;3.4761906;0.32;3.0;5.0;4.2;4.2380953;4.1529408;1.6331187;HIGH
643139.txt;2.4285715;0.8;2.2307692;5.0;5.0;3.9333334;2.9744244;1.0807855;LOW
395987.txt;5.0;0.16;5.0;5.0;4.7894735;4.5555553;4.824527;2.4915466;HIGH
535573.txt;3.0952382;0.0;2.8461537;5.0;5.0;4.757576;4.8431377;1.5953525;HIGH
746257.txt;1.8571429;1.28;1.9230769;3.6666665;5.0;3.857143;2.929412;0.84347385;LOW
661830.txt;2.6190476;0.8;1.9230769;3.6666665;5.0;5.0;3.6496162;1.0836066;LOW
1949465.txt;4.333333;1.12;3.7692308;3.6666665;5.0;4.6666665;4.5498724;1.9833524;HIGH
656695.txt;3.4761906;0.32;2.6923077;5.0;5.0;3.4;4.6235294;1.7383065;HIGH
1007363.txt;1.9523809;0.96;1.7692308;5.0;5.0;4.75;3.6442575;0.85687447;LOW
1604419.txt;1.7619047;2.4;1.1538461;5.0;5.0;2.0;1.0;0.49310476;LOW
425198.txt;2.2380953;0.48;1.7692308;5.0;4.2;3.857143;3.5882354;1.0278461;LOW
338351.txt;4.2380953;0.48;3.4615386;5.0;5.0;5.0;4.4823527;1.908321;HIGH
